1010,34
1011,24
1235,1
1236,2
1237,3
1230,10
1231,9
1232,6
1233,3
1238,3
1239,2
5670,38
5671,9
4358,58
4359,28
4354,29
4355,110
4356,110
4357,186
4350,1507
4352,629
4353,7
6509,1
2488,34
6503,115
6502,86
6501,24
2489,78
6507,27
6506,1
6505,9
6504,9
2486,325
4676,19
2485,168
3809,173
3808,6
3805,200
3804,32
3807,79
3806,243
3803,71
3802,104
2480,589
2481,148
6436,3
6434,1
6432,81
6430,593
5700,310
6438,14
6571,1
2869,21
3314,11
4174,28
3063,1
6758,1
4170,310
4171,288
4172,71
4173,68
6753,80
6751,15
4178,322
4179,178
6754,3
7176,6
5810,1
3067,109
7170,48
5065,33
7173,189
2465,8
3064,741
2703,6
4611,12
4610,890
4613,114
4612,54
4615,645
4614,111
2228,70
2229,120
2226,14
2227,43
2224,48
2225,11
2222,45
2223,38
2220,157
2221,66
2705,84
2707,9
2706,9
4884,146
4885,253
4505,294
4504,306
4507,427
4506,405
4501,66
4500,291
4503,531
4502,70
2702,20
4509,382
4508,193
2088,60
2089,23
2082,38
2083,41
2080,4
2081,12
2086,14
2087,13
2084,10
2085,10
1191,8
2538,49
2539,257
1190,9
2533,102
2530,118
2536,508
2537,171
2534,24
2535,50
2712,48
2713,59
2710,232
2711,59
2716,20
2717,24
2714,104
2715,6
1195,8
1194,4
5072,100
5073,117
5070,119
3345,16
5076,83
5074,116
5075,75
1830,3
1831,1
3799,59
1835,3
3795,3
3797,25
3796,28
3791,10
3793,19
3792,7
2154,127
2155,498
2156,37
2157,18
2150,378
2151,53
2152,47
2153,166
6240,8
6243,7
6244,109
2159,23
2409,8
5381,8
3249,58
1430,4
7315,226
3242,14
3241,87
7316,130
7310,521
829,17
828,12
821,12
820,28
822,15
7030,306
9015,1
1480,3
5495,72
3304,116
3305,892
3302,13
5491,78
3300,396
3301,20
5252,87
5253,428
5250,41
5251,364
5256,60
5254,61
2146,94
5259,27
2799,34
2825,27
2143,28
1139,12
1138,5
1133,12
1132,16
1131,5
1130,2
1137,9
1136,9
1135,15
1134,14
2792,5
2793,11
2790,146
3018,106
3019,46
3012,149
3013,55
3011,169
7140,216
3015,71
2794,111
1009,28
1008,15
1007,27
1006,35
1005,43
2067,104
1003,36
1002,35
1001,30
1227,10
1226,7
1225,8
1224,9
1223,4
1222,7
1221,6
1220,10
4183,143
4184,2391
1229,5
1228,2
6536,200
6537,28
5661,2
6535,78
6532,260
6530,763
4347,56
4346,26
4344,94
4343,561
4342,98
4341,722
4340,201
2880,339
3878,66
3870,48
3871,92
3873,7
3874,66
3875,522
6403,9
6401,406
6407,40
6405,12
6409,10
5710,56
3904,368
3900,20
3902,9
3903,29
3909,467
6740,8
6743,111
4165,470
4164,317
4163,272
4161,81
4160,239
4169,248
5800,1
200,224
2231,7
2230,140
2233,58
2232,76
2234,51
3576,4
3498,62
3496,47
5094,2
3494,8
3490,21
3570,12
4570,1332
4571,41
4572,103
2096,27
3658,147
4575,326
2093,58
2092,16
7248,131
2099,111
2525,34
4497,5
2527,168
2526,19
2520,1
2529,127
2528,80
4494,2
4600,67
4492,3
4888,182
5064,39
5067,61
5066,60
5061,48
4491,2
5063,51
5062,73
4880,628
4881,130
4882,154
4883,374
2701,38
2700,186
4886,88
4887,85
4408,21
4404,8
4405,613
4406,49
4407,15
4400,35
4401,150
4402,42
4403,14
2147,118
2410,6
2145,467
2144,175
2415,7
2142,159
2141,103
2140,188
6253,52
6252,6
6251,28
4498,1
6256,2
6255,284
2148,380
3669,41
3276,4
3277,16
3274,6
3275,4
3272,38
3273,1
3270,20
3271,2
3278,12
3279,6
832,11
3475,18
830,15
831,7
836,7
837,5
3472,43
835,10
3333,14
838,13
3478,103
7023,9
3318,42
7021,9
7020,16
7027,14
7026,10
9001,1
9000,3
3311,34
3310,4
5485,27
3312,17
3315,41
5482,11
3317,3
5480,53
3319,7
7022,5
5245,26
5244,77
5241,50
5240,11
5243,9
5242,14
4711,19
9002,1
7025,7
7024,1
3004,178
3006,375
3001,5
3000,922
3003,82
3002,29
3008,312
5483,8
7155,11
7150,120
1038,3
1039,7
5481,27
1032,8
1033,9
1030,16
1031,5
1036,8
1037,10
1034,7
1035,14
1212,9
1213,10
1210,11
2797,6
1216,7
1217,1
1214,6
1215,13
1218,5
1219,11
6521,17
4378,13
6522,25
6525,277
4372,5
4373,51
4370,983
4371,38
5652,21
4377,9
4374,22
4375,4
2899,57
1106,20
1455,3
1105,31
1450,7
1100,13
1101,21
1108,24
1109,11
3869,73
3739,4
3862,148
3860,172
4712,12
3865,13
3864,2
3831,40
6419,1
6418,9
6415,98
5723,129
6411,4
6410,20
6413,5
5725,103
2805,5
3916,3
3915,43
3913,14
3912,65
3911,13
3910,79
6343,6
3919,29
3918,17
4798,16
4799,131
2132,15
4152,355
4153,21
4151,173
4156,23
4157,107
4154,108
4155,10
4158,36
4159,110
3071,54
6084,283
6082,43
6083,54
6081,53
6313,6
6646,2
6640,4
6642,14
3488,1
7805,1
7804,1
3480,74
3483,16
2508,26
3485,5
3487,1
4563,257
4562,188
4561,197
4560,587
4567,309
4566,163
4565,209
4564,197
3646,6
4569,33
3644,92
3641,42
3640,8
2550,224
2551,208
6398,70
2555,3
2556,11
2557,229
6392,15
2559,14
6390,75
6391,32
6396,27
6397,6
6394,7
6395,36
2396,6
2397,7
2395,2
2390,248
2398,3
2399,29
5010,27
5011,155
5012,87
5013,74
5014,98
5015,76
5016,54
5017,39
2770,245
5019,57
4891,34
2773,18
2774,55
2775,42
4895,215
2777,61
3167,21
3164,1
6262,37
4419,45
4417,24
2806,13
4415,162
4413,364
4412,6
4411,10
4410,79
6064,211
2173,35
6066,110
2171,168
6060,327
2804,50
6062,445
6063,140
2178,22
2179,510
6068,9
6069,691
2604,120
2605,45
2606,97
2607,79
2600,57
2601,64
2602,91
2603,45
2608,3
2609,1
2645,6
3260,72
3265,41
3264,61
3267,4
3266,63
3269,25
5125,138
5126,51
5127,31
5120,84
5121,64
3467,28
846,7
3465,187
3464,21
3463,57
3462,28
3461,67
3460,45
3469,8
3468,7
2406,7
5452,10
3361,14
7018,75
7019,41
7016,27
7017,74
1585,2
7012,11
1192,6
7010,95
7011,82
5238,246
5231,10
5232,4
5233,20
5234,21
5235,59
5236,8
5237,13
2404,32
3070,99
2405,10
3072,144
3073,167
3074,49
3075,48
3076,183
3078,41
3079,68
1025,15
5345,66
5346,9
1026,21
5340,28
5341,127
1023,17
5343,101
7162,3
7163,10
1029,13
1028,9
4365,63
4364,5
3420,1
1209,14
1208,13
4363,15
4362,95
1205,15
1204,15
1207,6
1206,14
1201,22
1200,6
1203,17
1202,19
1211,12
5641,50
5640,40
5642,4
3108,301
3109,174
3104,126
3105,33
3106,64
3107,50
3101,102
3102,29
3103,72
2001,11
1113,7
1112,7
1115,9
1114,3
1117,9
1440,2
1119,7
1118,5
6333,315
5730,5
5733,1
2008,54
6468,7
2009,76
6460,31
6338,88
6462,1
6466,1
4580,312
6489,6
4724,12
2303,27
3922,396
3923,31
2302,10
3926,21
3927,17
3925,130
2305,33
3928,1
3929,3
2304,51
6722,162
6721,77
6720,7
6726,130
6725,165
6528,13
6728,44
5654,8
5655,2
4376,8
5558,377
3856,26
3857,9
3854,19
5650,2
3850,396
3851,691
1595,2
5651,1
3858,71
3859,18
5161,57
3664,17
3678,53
4558,249
4559,157
3672,372
4557,323
4554,22
4555,70
4552,199
3677,229
4550,60
4551,945
2541,238
2540,460
2546,148
2545,15
1107,27
2549,95
2548,279
2381,20
2380,336
2382,71
2386,1
2388,97
3580,68
3581,7
2769,69
5000,316
5007,54
5006,46
3586,2
2763,95
2762,192
2761,142
2760,233
2767,69
2766,76
2765,814
6271,139
4428,41
1848,2
6275,148
907,28
4422,10
4423,7
4420,33
4421,407
4426,3
4427,26
4424,9
4425,15
6076,229
6074,3
6073,53
2168,118
6071,26
6070,36
2165,110
2164,37
2167,47
2166,177
2161,174
2160,187
2163,45
2162,48
2617,192
2616,3
2615,94
2614,51
2612,114
2611,3
6322,10
2619,34
2618,4
5139,3
5138,3
3294,26
5136,1
5134,4
5133,3
5132,1
3292,57
3293,6
854,7
3453,25
3450,106
3451,130
850,47
851,6
852,6
3458,43
1186,3
7009,41
7008,46
7001,5
7000,36
7005,50
7004,16
7007,7
5223,235
5222,125
5221,67
1184,3
7175,3
7177,10
3060,36
7171,34
3066,87
3065,35
7172,110
3068,53
7179,29
7178,31
5357,36
5356,19
5355,94
5354,34
5353,80
5352,61
5351,106
5350,21
1182,3
4310,301
4311,363
4312,194
4313,112
2042,46
1490,4
1180,3
3332,6
3116,37
3115,4
3114,4
3113,18
3111,42
5722,42
1470,3
3330,2
1476,2
1495,1
3061,8
1300,4
4228,37
4224,63
4225,155
4226,365
4227,241
4220,272
4221,181
4223,128
6479,30
5582,33
5583,90
5580,21
5581,47
6472,3
6470,1
6477,1
6475,11
1700,3
3939,149
3938,24
3934,100
3937,3
3936,123
3931,127
3930,75
3933,3
6718,10
6714,163
6713,6
6710,34
4130,118
4131,191
4132,245
4133,480
3840,488
5690,119
3842,129
3844,1015
3847,82
3665,11
2289,41
3666,90
3660,127
2050,38
2280,107
2281,99
2282,70
2283,149
2284,59
2285,134
2286,34
2287,189
3921,8
2057,5
2578,27
2579,63
2576,111
2577,169
2574,43
2575,103
2572,62
2573,90
2570,834
2571,98
2059,2
2379,4
5159,174
2370,323
2371,102
2372,248
2594,173
3591,2
2590,170
3596,1
5038,143
5039,54
5037,76
5034,36
5035,54
5032,86
5033,38
5031,29
1875,2
1871,1
3697,21
6042,14
6288,33
6043,41
6284,97
6285,316
6286,22
6280,776
6281,306
6282,67
2118,106
2119,33
6041,78
6044,89
2110,19
2111,62
2112,176
2113,143
2114,108
2115,63
2116,52
2117,73
2622,107
2623,12
2620,375
2621,65
2626,22
2627,68
2624,10
2625,20
2628,40
2629,17
5108,374
5109,148
3289,24
3287,6
3286,11
3285,79
3284,81
3283,23
5107,109
3281,15
3280,475
3448,20
861,12
3444,124
3447,4
3446,22
3441,28
3440,14
3442,54
2756,257
2025,14
2026,59
2027,20
2020,92
2753,92
2750,239
2023,36
2828,14
2028,9
2029,17
2758,46
3145,99
881,2
880,6
886,6
2824,19
5214,268
5212,25
5213,37
5210,37
5211,455
5415,13
5416,7
3385,7
3058,98
3059,108
3056,102
3057,88
3054,11
3055,52
3052,46
3053,175
3051,125
1043,1
1042,3
5360,12
1040,5
1046,5
1045,4
1044,4
5413,18
1680,2
1685,1
4303,43
4301,484
4300,762
4307,43
4306,1216
4305,800
4304,289
4309,149
3128,181
3129,96
3122,159
3123,120
3121,150
3126,23
3127,62
3124,91
3125,119
1465,5
6065,864
1466,4
1460,1
6446,1
6445,1
6442,85
6443,28
6440,15
6448,10
860,8
862,13
3941,129
3942,35
3943,26
3944,24
3945,14
3946,25
5168,50
6701,15
6705,2
6707,227
840,3
2024,20
4129,112
4128,181
2757,7
4123,281
4122,335
4121,146
4120,93
4127,205
2754,64
4125,271
4124,254
2755,1
2752,60
5680,185
2021,23
4707,15
2022,51
4706,3
4705,5
4704,3
2327,43
3659,9
4702,747
4055,133
4054,92
4053,421
4701,746
4051,214
4700,347
4059,124
2759,83
3610,19
3612,46
2298,31
3614,12
3616,106
3617,1
3618,21
2292,11
2291,23
2290,137
2297,5
2296,5
2295,27
2294,6
4360,34
2569,5
2568,3
2560,352
2563,2
2565,195
2564,36
2567,193
2566,110
2369,10
2365,151
2361,41
2360,479
7290,18
7291,11
7292,7
2584,6
2583,56
2582,127
2581,25
2580,256
5021,44
5020,26
5023,130
5022,75
5025,63
5024,71
2588,3
1860,1
3728,33
3725,9
3726,1
3727,4
3720,47
3722,164
3723,214
4680,1087
6290,176
2108,33
6059,282
6058,210
6055,753
6054,327
6057,222
6056,702
2107,55
6050,167
6053,211
6052,108
5115,284
5114,492
5117,124
5116,191
5110,80
5113,279
5112,167
2631,13
2630,109
2633,15
2632,44
3438,21
1240,4
3430,3
3431,22
3432,1
3767,9
3434,64
3435,47
870,8
3437,120
2037,76
2036,65
2035,75
2034,26
2745,163
4849,320
2747,430
2030,29
2749,74
2748,6
2039,32
2038,19
3482,2
3233,277
5201,33
5203,33
5202,22
5204,281
3236,3
3237,28
3544,1
3546,2
3540,5
3542,1
3549,18
3649,15
3967,7
3049,39
7112,80
7117,56
7116,62
3041,38
3040,154
3043,20
3042,52
3044,114
3047,85
3046,163
4568,81
5374,42
5371,19
5373,81
5372,93
1675,1
7249,120
3135,59
3134,125
3137,57
3136,146
3131,65
3130,124
3133,56
3132,70
3139,58
3138,81
6014,182
2558,31
2490,12
4106,20
6450,605
4208,326
4209,968
4207,1154
4205,91
2803,1
5560,15
3959,77
3958,2
3953,306
3951,26
3950,261
3957,6
3956,424
3954,5
4116,236
4117,42
4114,268
4115,118
4112,81
4113,247
4110,279
4111,1
4118,270
4119,97
2778,22
2476,37
6603,33
6606,4
7109,162
6609,7
3341,8
4060,81
4061,88
4066,199
4067,112
4064,147
4065,85
4068,261
4069,251
5018,41
4890,5
3608,98
1041,7
2479,54
5156,9
6110,746
6111,307
6112,1220
2358,122
2359,32
2352,36
2353,5
2350,536
2351,1
2356,3
2357,53
2354,76
2355,9
4455,683
4454,14
3737,85
3736,1
3735,5
3733,3
3732,7
3730,338
2136,43
2137,123
2134,118
2135,76
4695,38
2133,20
2130,19
2131,80
4699,16
2138,143
6028,237
6029,22
6020,239
6021,185
6022,34
6023,113
6024,99
6025,300
6026,157
6027,361
2648,61
2785,27
5162,217
5163,132
5164,31
5165,78
5166,10
5167,105
2640,419
2641,218
2642,68
2643,56
2644,67
4802,403
2646,174
2647,101
2786,19
1441,2
2780,89
3429,177
3428,3
4806,284
3423,22
4807,729
3427,67
3424,4
2002,6
6335,18
2000,159
6337,13
6330,1180
2007,48
4859,28
4858,86
4856,111
4855,100
4854,577
4581,218
4852,721
4850,976
2068,34
2100,25
3557,11
3556,240
3555,312
3552,2
3551,702
3550,603
2170,519
3559,14
3558,13
2176,63
6061,537
2911,17
2912,28
2913,120
2914,151
2175,11
2072,54
6840,1
7120,57
5308,2
5309,3
2070,32
5301,9
5302,14
5303,3
5304,10
5307,11
6302,333
1660,1
3140,65
3141,321
3142,74
3143,51
3144,61
2829,45
3146,100
3147,39
3148,58
3149,195
2827,68
2820,218
2821,73
2823,22
5414,6
3387,10
3384,26
5417,48
5410,4
5411,4
3380,137
3381,71
5418,2
5419,4
3388,9
1401,9
4215,941
4214,344
4217,1280
4216,810
4211,574
4210,288
4213,254
4212,737
1335,4
4218,696
5577,64
5576,72
5575,236
5573,153
5572,5
5571,92
5570,48
3093,10
3090,7
3091,11
3096,4
3097,8
3094,29
3095,48
845,2
3099,17
1027,3
4101,412
4103,161
4102,115
4105,146
4104,69
4107,52
3268,59
4109,224
4108,54
3898,106
2062,9
3892,61
3890,27
3891,8
3896,7
3895,2
847,8
5089,43
6613,1
6612,3
6616,4
6008,131
4078,196
4075,245
4074,129
4077,321
4076,51
4070,89
4073,58
3966,57
841,4
3964,15
3965,69
3962,78
5342,17
3960,182
5082,84
3638,51
3639,14
3636,134
3637,20
3634,32
3635,19
3633,4
3630,410
3631,133
3507,3
2345,14
2344,2
2347,29
2346,95
2341,22
2340,715
2343,142
6108,226
6107,740
6105,228
6104,186
6103,180
6102,205
6101,234
6100,183
5005,1
3708,6
3709,6
4468,7
4467,4
3700,19
3701,19
4462,4
3707,73
3704,1
4461,1
2121,160
2120,46
5412,44
2122,74
2125,45
6109,240
2127,285
2126,46
2128,18
2342,4
4660,1197
4662,22
6038,221
6033,12
6031,176
6030,594
6037,143
6036,276
6035,293
6034,81
5173,150
5172,27
5171,49
2658,59
5174,55
2653,81
2652,50
2651,32
2650,590
2656,28
2655,21
3414,47
3412,2
3413,1
1597,3
3418,63
3419,11
6327,7
6326,12
4868,297
6324,158
6323,78
2018,76
6321,13
6320,14
2015,43
2017,179
4861,65
2011,72
2010,71
4865,164
7254,11
3563,26
7256,60
3561,125
7250,491
3567,11
3564,206
7253,151
3568,174
7258,15
7259,15
4486,31
4487,119
4480,37
4481,1
4482,1
3240,10
4488,9
4489,2
2903,16
2902,45
2900,22
2906,86
2905,66
2904,35
7015,24
5311,4
5310,1
1655,1
3153,74
3152,113
3151,31
3150,245
3156,131
2839,9
3154,10
2836,2
2835,95
3158,20
2833,2
2832,4
2831,29
2830,297
3390,14
3393,55
1435,4
3395,9
5401,19
5400,23
2019,82
1730,4
1340,3
2482,64
6799,1
1885,1
4465,39
5540,590
3089,52
3088,56
3085,30
3084,101
3087,16
3705,3
3081,64
3083,124
3082,40
5169,289
3885,29
3887,13
3886,11
3880,243
3882,65
3889,35
3888,207
6623,31
6620,8
4008,1
4000,479
4001,1
4004,1
4005,224
4006,389
4007,321
3971,364
3975,74
3977,639
3976,137
3979,7
3978,490
3629,102
3621,39
3620,284
3623,29
3622,8
3624,5
2330,341
4715,192
4716,22
2333,316
4710,331
2335,121
2336,52
2337,222
2338,47
2339,20
4718,116
4719,21
1590,1
3715,12
3714,56
3717,56
3711,17
3713,33
3712,6
3719,11
3718,1
4478,28
5170,26
4470,233
4472,121
4475,1
4477,9
6006,107
6007,83
6004,236
6005,114
6003,58
6000,221
4678,73
4677,560
2487,232
2484,257
4674,215
4673,48
2483,96
4671,777
6009,96
2791,1
2012,5
2464,116
5344,14
2466,17
2460,415
2462,53
2463,115
5144,6
2469,192
5140,1
5141,6
3401,89
3400,310
3402,3
3407,2
3409,14
1021,8
1020,12
4875,11
4874,87
4877,487
4871,434
4870,1004
4873,226
4872,209
1022,12
4879,644
4878,287
6312,112
2069,30
2798,16
6311,20
6316,41
6317,185
6315,91
2060,54
2061,11
6318,33
2063,11
2064,21
2065,68
2066,76
2795,353
5421,3
3371,27
3370,42
2306,2
5098,106
3579,218
3575,27
5091,48
5092,103
5093,63
3571,4
5095,217
5096,84
5097,86
2666,92
4496,9
2665,37
4493,1
2663,95
2660,38
4490,40
2668,10
2669,7
6827,1
5322,4
5320,58
5321,11
1640,1
2878,1
2808,2
2809,3
3168,159
3169,80
3166,110
4361,118
2800,576
3165,94
3162,74
3163,114
3160,25
3161,82
5432,3
5433,86
5431,23
5434,14
1426,1
3364,28
1163,1
3360,13
3500,280
3363,44
4869,336
2402,60
2403,17
4272,211
4271,3
4270,77
2400,440
4275,92
2401,5
1355,1
5555,29
5554,205
6488,6
5556,371
5550,31
5552,3
4860,1038
6484,1
6485,16
2016,35
2158,44
1515,2
6328,16
6770,6
6556,44
2776,16
6558,24
3184,82
3185,43
3186,127
3187,70
3180,25
3181,162
3182,182
3183,87
7470,60
3188,38
3189,21
6639,1
6638,13
6631,1
6630,18
6632,1
6635,1
4019,256
4018,116
4013,55
4012,252
4011,235
4010,72
4017,314
4014,128
3988,15
3984,272
3987,23
3980,21
3981,39
2299,50
6125,70
6124,18
6126,7
6121,61
6123,47
6122,437
2172,4
2323,75
2322,147
2321,266
2320,392
4703,1013
2326,56
2325,308
2324,359
1891,1
2329,87
2328,65
2293,10
3562,16
3763,16
3764,141
3765,25
3766,5
7255,102
1116,2
7257,2
3566,11
6011,74
6010,142
6012,119
6015,41
7252,79
6017,81
6016,79
6019,244
6018,427
3565,6
3243,6
2193,99
2259,660
2258,23
2257,229
2256,127
2251,157
2250,317
2477,145
5158,114
2475,19
2474,276
2473,37
2472,31
2471,49
2470,346
5150,1
5153,57
5152,31
5155,24
5154,14
5157,27
2478,188
1790,1
4800,413
2784,12
2787,74
4803,74
4804,181
4805,1229
2783,23
2782,32
4808,80
4809,103
2177,66
2079,33
6309,27
6308,57
2073,35
6304,106
2071,27
6306,22
2077,217
2076,41
2075,58
2074,75
6892,1
3509,3
7270,132
5088,41
7276,5
7277,69
7275,55
5083,42
3501,15
5081,77
5087,115
3505,30
5085,259
5084,50
2671,30
2672,15
2675,10
5331,13
5330,82
5333,99
5332,8
3685,62
3214,139
3215,105
3216,267
3217,304
3211,10
3212,132
1639,1
3218,69
3219,94
2810,16
5069,39
3178,64
3171,135
3170,39
3173,139
3172,59
3175,363
3174,157
3177,78
5086,158
3379,9
3377,212
3375,3
3373,53
5420,1
5068,58
5422,66
6461,19
2587,22
6490,11
2586,69
5520,10
5521,2
5522,97
5523,72
5490,1
7469,26
3303,9
7468,67
1292,1
1291,4
1712,1
2425,47
1710,13
1715,4
4390,260
5255,227
5631,16
5632,1
5633,8
3197,66
3196,150
3195,133
3194,56
3193,54
3192,74
3191,59
3190,70
7467,75
7466,7
3199,250
3198,72
